,0
1952,гарюгин
1953,гарюгина
1954,гаубицы
1955,гашиш
1956,гвардии
1957,гвинеи
1958,гевара
1959,геев
1960,гееви
1961,геймера
1962,геймплея
1963,гейтс
1964,гектар
1965,гектаров
1966,гельмут
1967,гендиректор
1968,гендиректором
1969,генерал
1970,генерального
1971,генеральный
1972,гениально
1973,гениальное
1974,гениальным
1975,гению
1976,геннадию
1977,геннадьевна
1978,генотип
1979,геноцида
1980,генпрокуратура
1981,генпрокуратуре
1982,генпрокуратуру
1983,генпрокуратуры
1984,генпрокурор
1985,генпрокурора
1986,генштаб
1987,гены
1988,геометрии
1989,геометрическая
1990,георгиевской
1991,георгий
1992,георгию
1993,георгия
1994,герасима
1995,герб
1996,герба
1997,германии
1998,германика
1999,германия
2000,героев
2001,героем
2002,героиновых
2003,героически
2004,герою
2005,героя
2006,героям
2007,гетто
2008,гибдд
2009,гибели
2010,гибель
2011,гиви
2012,гигантским
2013,гигантской
2014,гигантском
2015,гигантскую
2016,гидеон
2017,гидов
2018,гидрометцентр
2019,гильдия
2020,гиннеса
2021,гиперссылкам
2022,гитарист
2023,гитары
2024,гитлер
2025,гитлера
2026,гитлером
2027,глава
2028,главврачу
2029,главе
2030,главная
2031,главное
2032,главной
2033,главному
2034,главную
2035,главный
2036,главным
2037,главных
2038,главой
2039,главред
2040,главу
2041,главы
2042,гладкоствольного
2043,глаз
2044,глаза
2045,глазами
2046,глобального
2047,глобальное
2048,глобусов
2049,глубина
2050,глубине
2051,глубинка
2052,глубокий
2053,глупо
2054,глупый
2055,глухим
2056,гнездо
2057,гноиться
2058,гнущийся
2059,говном
